同感,どうかん,意見に同感,本田に同感,わたしも同感,自分も同感
後味,あとあじ,後味が悪い,後味の悪,後味がたまらない,後味悪,後の後味
真心,まごころ,真心こめ,真心をもつ,真心のおもてなし,真心を持つ,人の真心
旅先,たびさき,旅先の天気,旅先で出会う,旅先で見つける,旅先で知り合う,旅先で買う
対局,たいきょく,対局者,対局中,対局室,対局場,公開対局
宿場,しゅくば,宿場町,東海道の宿場,次の宿場,宿場の一つ,宿場まつり
同和,どうわ,同和問題,同和教育,同和地区,ニッセイ同和,同和事業
和子,わこ,和子さん,和子先生,細木和子,西村和子,福田和子
感知,かんち,感知すること,感知式,動きを感知,人を感知,動きを感知する
楽勝,らくしょう,ば楽勝,たら楽勝,楽勝楽勝,くらい楽勝,楽勝と思う
文面,ぶんめん,この文面,その文面,同じ文面,文面を見る,文面を読む
勝者,しょうしゃ,勝者となる,その勝者,真の勝者,人生の勝者,勝者たち
父様,とうさま,父様方,父様お母様,父様とお母様,父様のこと,父様やお母様
追っかけ,おっかけ,追っかけをする,追っかけ回し,追っかけブログ,アイドルの追っかけ,追っかけファン
病室,びょうしつ,病室を出る,病室内,同じ病室,病室のベッド,病室のドア
地主,じぬし,地主さん,地主神社,地主神,地主様,地主会
毛皮,けがわ,毛皮を着,毛皮族,羊の毛皮,毛皮着,ファンゴの毛皮
流体,りゅうたい,流体力学,流体工学,流体中,作動流体,する流体
薬用,やくよう,薬用植物,薬用育毛,薬用美,薬用スキン,薬用酒
申立,もうしたて,申立人,申立書,申立をする,申立を行う,開始の申立
美化,びか,美化活動,美化運動,美化委員,まち美化,美化すること
一服,いっぷく,一服感,食後の一服,一服中,タバコを一服,後の一服
発育,はついく,発育ほか,発育期,赤ちゃんの発育,子どもの発育,体の発育
定住,ていじゅう,定住外国,定住者,定住化,定住自立,定住人口
当主,とうしゅ,家当主,家の当主,当主となる,次期当主,当主様
全線,ぜんせん,全線開通,全線開業,線全線,鉄道全線,全線乗り
電柱,でんちゅう,中の電柱,電柱化,電柱の上,電柱等,ある電柱
実り,みのり,実りの秋,秋の実り,実りをもたらす,大きな実り,その実り
当期,とうき,当たり当期,引前当期,前の当期,係る当期,円の当期
校庭,こうてい,小学校の校庭,学校の校庭,小学校校庭,中学校の校庭,校庭開放
界面,かいめん,イオン界面,界面化学,れる界面,水界面,する界面
国庫,こっこ,国庫金,年金の国庫,年度の国庫,係る国庫,教育国庫
教習,きょうしゅう,教習車,教習生,教習を受ける,教習中,路上教習
有明,ありあけ,有明町,有明コロシアム,有明の月,有明テニス,ディファ有明
来客,らいきゃく,来客用,来客数,来客者,来客時,来客中
次長,じちょう,局次長,部次長,教育次長,書記次長,次長さん
祭神,さいじん,祭神とする,神社の祭神,社の祭神,祭神名,大社の祭神
自負,じふ,自負心,ものと自負,ものと自負する,自負はある,自負もある
拾う,ひろう,拾い集め,ゴミを拾う,拾うこと,ものを拾う,拾い食い
物色,ぶっしょく,物色中,本を物色,店内を物色,店を物色,物色の流れ
着こなし,きこなし,夏の着こなし,大人の着こなし,着物の着こなし,着こなしをする,ばあちゃんの着こなし
取消し,とりけし,その取消し,取消し等,決定の取消し,取消しの日,指定の取消し
有事,ゆうじ,有事の時,日本有事,日本の有事,有事を想定,有事のとき
調書,ちょうしょ,自白調書,見分調書,調書等,面調書,この調書
取りあえず,とりあえず,ば取りあえず
歯ごたえ,はごたえ,ある歯ごたえ,歯ごたえがいい,歯ごたえもある,歯ごたえがたまらない,この歯ごたえ
組曲,くみきょく,チェロ組曲,バレエ組曲,ベルガマスク組曲,フランス組曲,イギリス組曲
寒天,かんてん,寒天ダイエット,糸寒天,寒天を使う,寒天を入れる,寒天入り
打球,だきゅう,打球感,打球音,強い打球,この打球,その打球
真意,しんい,その真意,発言の真意,言葉の真意,真意を知る,相手の真意
予知,よち,予知研究,予知のため,予知すること,ことを予知する,予知計画
対向,たいこう,対向車,対向車線,水平対向,対向エンジン,対向列車
重たい,おもたい,重たいもの,重たそう,重たい荷物,重たい感じ,重たい食事
本宮,ほんぐう,本宮大社,本宮ひろ,本宮町,本宮市,市本宮
着メロ,ちゃくめろ,着メロを作る,着メロサイト,うた着メロ,着メロ着,電話の着メロ
放電,ほうでん,コロナ放電,放電プラズマ,部分放電,放電電流,プラズマ放電
お化け,おばけ,ないお化け,お化けみたい,もったいないお化け,お化け役,お化け長屋
転写,てんしゃ,転写紙,転写プリント,転写等,する転写,中間転写
意地悪,いじわる,意地悪そう,意地悪をする,意地悪ばあさん,そんな意地悪,意地悪をされる
勝る,まさる,勝るもの,勝ること,勝る人,勝る物,勝る時
同調,どうちょう,同調者,キミと同調,同調すること,同調するよう,意見に同調
金物,かなもの,金物屋,金物店,ダウン金物,家具金物,用金物
切実,せつじつ,切実に感じ,切実感,者の切実,その切実,ない切実
決行,けっこう,雨天決行,小雨決行,決行すること,決行日,スト決行
病人,びょうにん,行旅病人,病人食,病人のよう,ない病人,いる病人
出向,しゅっこう,出向者,出向先,出向中,出向社員,出向元
上等,じょうとう,ば上等,上等品,一番上等,クビ上等,そんな上等
開場,かいじょう,開場時間,開場前,時開場,開場後,開場時
悪用,あくよう,悪用すること,それを悪用する,立場を悪用,立場を悪用する,悪用する人
部数,ぶすう,発行部数,部数表,部数が少ない,部数が多い,メルマガ部数
鉄人,てつじん,カラオケの鉄人,鉄人さん,フレンチの鉄人,和の鉄人,鉄人会
待ち遠しい,まちどおしい,日が待ち遠しい,春が待ち遠しい,発売が待ち遠しい,待ち遠しい今日,夏が待ち遠しい
洋室,ようしつ,洋室ツイン,洋室和室,シングルツインダブル洋室,和室と洋室,洋室タイプ
根気,こんき,根気がない,根気強,時間と根気,する根気,やる気と根気
究明,きゅうめい,真相究明,究明のため,真相を究明,真相を究明する,究明すること
入部,にゅうぶ,入部員,部に入部,部入部,入部すること,活動入部
横顔,よこがお,その横顔,横顔を見る,者の横顔,横顔を見つめる,君の横顔
有様,ありさま,この有様,ない有様,いる有様,する有様,その有様
三宮,さんぐう,三宮駅,神戸三宮,三宮店,三宮駅前,三宮方面
文様,もんよう,日本の文様,学文様,花文様,アイヌ文様,植物文様
転向,てんこう,プロ転向,転向後,プロに転向,転向者,転向大
本県,ほんけん,本県出身,本県農業,本県代表,本県の場合,本県教育
切開,せっかい,目頭切開,切開をする,切開部,部分切開,切開線
中等,ちゅうとう,中等教育,中等部,中等度,中等学校,中等科
通商,つうしょう,外交通商,通商店,通商部,通商代表,米通商
打開,だかい,打開するため,打開のため,局面を打開,その打開,局面打開
五感,ごかん,五感で感じる,五感を使う,人間の五感,五感で楽しむ,五感で味わう
発声,はっせい,発声練習,発声をする,正しい発声,発声の仕方,発声すること
交配,こうはい,近親交配,人工交配,どうしを交配する,交配親,タキイ交配
持ち運び,もちはこび,持ち運び用,コンパクトで持ち運び,持ち運びラクラク,手軽に持ち運び,持ち運び時
引き返し,ひきかえし,家に引き返し,なく引き返し,ため引き返し
火薬,かやく,火薬庫,火薬頭,火薬玉,黒色火薬,する火薬
和服,わふく,和服を着,和服美人,和服を着る,和服着物,着物和服
係長,かかりちょう,坂係長,係長級,係長さん,係係長,係長クラス
全校,ぜんこう,全校集会,全校朝会,全校朝礼,全校のみんな,小学校の全校
実話,じつわ,感動の実話,実話ナックルズ,すべて実話,これ実話,実話集
身元,みもと,身元引受,者の身元,人の身元,自分の身元,身元バレ
予習,よしゅう,予習をする,前に予習,明日の予習,予習のため,予習もする
横手,よこて,横手市,県横手,横手駅,横手駅前,市横手
手放し,てばなし,手放し運転
上乗せ,うわのせ,円上乗せ,上乗せ分,上乗せすること,円を上乗せ,分を上乗せ
終身,しゅうしん,終身年金,終身会員,終身タイプ,アフラックの終身,ない終身
会期,かいき,会期中,国会の会期,国会会期,休み会期,会の会期
歯車,はぐるま,運命の歯車,遊星歯車,社会の歯車,歯車の歯,歯車のよう
入館,にゅうかん,入館者,入館時,館入館,館の入館,方は入館
発色,はっしょく,美しい発色,発色の具合,色の発色,発色がいい,発色がよい
下宿,げしゅく,下宿先,下宿屋,下宿人,下宿生活,下宿生
指南,しなん,指南書,指南役,指南本,あくび指南,指南を受ける
取りまとめ,とりまとめ,中間取りまとめ,取りまとめを行う,取りまとめ役,取りまとめをする,取りまとめ店
有線,ゆうせん,有線放送,有線テレビジョン,有線電気,有線テレビ,日本有線
駅員,えきいん,駅員さん,駅の駅員,駅員室,いる駅員,その駅員
開港,かいこう,空港開港,開港祭,空港の開港,開港後,開港場
前列,ぜんれつ,前列左,前列中央,前列右,前列で見る,前列の人
葉書,はがき,葉書を出す,ハガキ葉書,葉書を送る,この葉書,葉書サイズ
美学,びがく,男の美学,文化美学,美学者,仕様の美学,美学園
切れ味,きれあじ,切れ味が悪い,その切れ味,力と切れ味,刀の切れ味,切れ味がいい
植える,うえる,木を植える,花を植える,植えること,植え方,植物を植える
小指,こゆび,足の小指,小指の先,左手の小指,小指を立てる,右手の小指
代打,だいだ,代打で登場,代打で出る,回に代打,代打の代打,代打で出場
化け物,ばけもの,化け物みたい,あの化け物,化け物のよう,この化け物,ない化け物
曲目,きょくもく,曲目リスト,放送曲目,いる曲目,曲目等,曲目タイトル
申す,もうす,申し開き,申し上,申す者,申すもの,申すこと
有形,ゆうけい,指定有形,国の有形,市の有形,県の有形,有形力
始めて,はじめて,始めて見る,始めて知る,始めて聞く,始めて早い,始めてない
足取り,あしとり,手取り足取り,足取りも軽い,足取り教え,重い足取り,軽い足取り
持ち味,もちあじ,持ち味を生かす,自分の持ち味,持ち味を活かす,本来の持ち味,持ち味を出す
病名,びょうめい,ない病名,この病名,その病名,同じ病名,なる病名
黒板,こくばん,電子黒板,黒板消し,黒板の前,黒板の字,教室の黒板
長屋,ながや,長屋の花見,長屋の住人,間長屋,なめくじ長屋,この長屋
先取り,さきどり,時代を先取り,時代を先取りする,話題先取り,夏を先取り,先取り学習
打てる,うてる,打てるよう,打てそう,手を打てる,打てる手,打てる台
落し,おとし,引落し,引き落し,木落し,切落し,落しどころ
先送り,さきおくり,問題を先送り,問題を先送りする,問題の先送り,問題先送り,先送りすること
和平,わへい,中東和平,和平合意,和平プロセス,和平さん,竹田和平
急落,きゅうらく,急落したこと,急落となる,急落を受ける,市場の急落,ドル急落
親身,しんみ,親身に相談,親身に話,相談に親身,親身にアドバイス,ように親身
花言葉,はなことば,花と花言葉,今日の花言葉,花の花言葉,花花言葉,月の花言葉
地表,ちひょう,地表面,地表近く,地表水,地表温度,地表下
あの世,あのよ,あの世行き
根っこ,ねっこ,木の根っこ,根っこの部分,歯の根っこ,その根っこ,根っこのところ
病原,びょうげん,病原体,病原ウイルス,その病原,する病原,病の病原
葉月,はづき,葉月さん,葉月ちゃん,葉月くん,葉月君,葉月かなえ
主食,しゅしょく,主食とする,主食用,日本人の主食,主食となる,日本の主食
女流,じょりゅう,女流作家,女流名人,女流歌人,女流文学,女流画家
美食,びしょく,美食家,上海美食,美食のレシピ,美食の旅,美食酒家
発病,はつびょう,発病後,発病前,発病すること,発病者,病の発病
予期,よき,ことを予期する,予期すること,等は予期
医大,いだい,女子医大,医大病院,日本医大,医大生,県立医大
配る,くばる,気を配る,チラシを配る,目を配る,配ること,ビラを配る
古着,ふるぎ,古着屋,ブランド古着,リサイクル古着,古着買取,古着店
一路,いちろ,真実一路,一路さん,一路東京,一路西,し一路
部外,ぶがい,部外者,部外品,医薬部外,部外面,ない部外
走者,そうしゃ,打者走者,走者を出す,走者を進める,一走者,死走者
全曲,ぜんきょく,全曲集,アルバム全曲,全曲オリジナル,曲全曲,全曲通し
かき氷,かきごおり,かき氷屋,かき氷シロップ,用かき氷,氷のかき氷,味のかき氷
終電,しゅうでん,終電で帰る,終電の時間,終電後,終電近く,終電ギリギリ
気品,きひん,気品を感じる,人気品,その気品,気品を感じさせる,ない気品
写り,うつり,写真写り,写りが悪い,写真の写り,写り具合,写りがいい
大昔,おおむかし,大昔の話,大昔のこと,そんな大昔,大昔の人
安物,やすもの,ない安物,円の安物,安物を買う,そんな安物,いる安物
負け犬,まけいぬ,ない負け犬,負け犬ども,人生の負け犬,負け犬さん,負け犬人生
本意,ほんい,自分本意,その本意,本意そう,自分の本意
遊び心,あそびごころ,遊び心いっぱい,遊び心たっぷり,大人の遊び心,ちょっとした遊び心,遊び心を持つ
遊び場,あそびば,子どもの遊び場,大人の遊び場,高校生の遊び場,遊び場づくり,遊び場大
年始,ねんし,年始回り,年始休業,今年の年始,年始のあいさつ
部族,ぶぞく,部族間,部族長,部族社会,他の部族,する部族
転校,てんこう,転校先,学校に転校,転校すること,高校に転校,小学校に転校
真下,ました,人真下,その真下,橋の真下,真下さん,真下あたり
口実,こうじつ,する口実,口実を作る,口実とする,いい口実,ない口実
取り返し,とりかえし,ば取り返し
歯肉,はにく,歯石歯肉,歯と歯肉,歯や歯肉,歯肉を作る,歯肉の間
和やか,なごやか,楽しく和やか,そんな和やか,明るく和やか
船員,せんいん,船員たち,人船員,船員さん,日本人船員,船員手帳
気配り,きくばり,気配りをする,細かい気配り,気配り上手,ない気配り,ちょっとした気配り
前歯,まえば,上の前歯,下の前歯,前歯部,上前歯,上下の前歯
相乗,そうじょう,相乗作用,その相乗,ば相乗
耳鼻,じび,耳鼻科,全国の耳鼻,市の耳鼻,県の耳鼻,病院の耳鼻
美形,びけい,美形キャラ,美形が多い,美形の男,美形男子,い美形
見返し,みかえし,表紙見返し,見返しに記名,天地見返し,後ろ見返し,紙見返し
女医,じょい,女医さん,全国女医,美人女医,女医ネット,女医先生
室温,しつおん,室温と相対,今日の室温,室温下,時の室温,室温が高い
重合,じゅうごう,重合体,光重合,重合開始,ラジカル重合,重合度
絵の具,えのぐ,アクリル絵の具,岩絵の具,絵の具を使う,絵の具セット,絵の具のよう
両社,りょうしゃ,両社間,この両社,両社の強み,今後両社,両社の事業
童子,どうじ,森田童子,童子さん,天童子,牛馬童子,二童子
区立,くりつ,中野区立,板橋区立,区立図書館,練馬区立,世田谷区立
転入,てんにゅう,転入者,転入学,転入先,転入後,県の転入
万葉,まんよう,万葉線,万葉の里,万葉歌,万葉の時代,万葉人
軽食,けいしょく,軽食店,軽食屋,軽食を食べる,軽食を用意,等の軽食
植生,しょくせい,植生図,森林植生,植生マット,する植生,植生等
運気,うんき,運気アップ,運気を上げる,運気をアップ,運気をアップする,運気向上
全土,ぜんど,中国全土,日本全土,アメリカ全土,イラク全土,フランス全土
身動き,みうごき,身動き一つ,身動き出来,身動きもする,身動きひとつ,身動きもできる
真中,まんなか,真中あたり,道の真中,その真中,部屋の真中,道路の真中
部局,ぶきょく,部局長,知事部局,部局等,する部局,内部部局
本流,ほんりゅう,川本流,川の本流,本流ヤマメ
等身,とうしん,等身大,等身大人,ない等身
対する,たいする,対する問い合わせ,対する日本,対する売上,対する相手,対する所有
太平,たいへい,太平記,太平天国,真田太平,太平の世,天下太平
見返り,みかえり,その見返り,見返り美人,見返りを期待,見返りを期待する,する見返り
平原,へいげん,平原さん,ナギ平原,平原君,平原の中,平原まこと
出港,しゅっこう,港を出港,港を出港する,出港後,時に出港,出港時
定理,ていり,平方の定理,ピタゴラスの定理,この定理,化定理,ベイズの定理
消息,しょうそく,消息を知る,その消息,人事消息,ルパンの消息,家族の消息
山羊,やぎ,山羊さん,黒山羊,山羊の歌,山羊毛,山羊の毛
同定,どうてい,同定すること,システム同定,同定するため,同定を行う,同定のため
題目,だいもく,研究題目,題目名,発表題目,門の題目,題目のよう
悪寒,おかん,ない悪寒,なる悪寒,てる悪寒,する悪寒,れる悪寒
食い物,くいもの,食い物屋,食い物の話,食い物ネタ,土か食い物
売主,うりぬし,売主様,売主さん,当社売主,売主と買主,自ら売主
命題,めいだい,この命題,命題とする,その命題,ない命題,ある命題
助長,じょちょう,助長すること,助長するよう,助長するもの,それを助長する,助長するため
秒間,びょうかん,数秒間,一秒間,十秒間,何秒間
鼻血,はなじ,鼻血を出す,鼻血出,鼻血出し,鼻血も出る,鼻血を流す
行者,ぎょうじゃ,行者にんにく,行者ニンニク,行者小屋,役の行者,行者の運命
第一線,だいいっせん,第一線の研究,第一線のコンサルタント,分野の第一線,界の第一線,業界の第一線
深海,しんかい,深海生物,深海に生息,深海さん,深海ザメ,深海の世界
同業,どうぎょう,同業他社,同業者,同業組合,同業の方,いる同業
短所,たんしょ,長所と短所,長所短所,長所や短所,自分の短所,短所もある
流水,りゅうすい,院流水,流水音,落花流水,流水さん,流水中
平年,へいねん,平年を上回る,平年作,平年と同様,平年日,平年を下回る
見苦しい,みぐるしい,見苦しい点,見苦しいもの,見苦しいところ,見苦しいこと,見苦しい所
鉄分,てつぶん,鉄分が多い,鉄分たっぷり,れる鉄分,カルシウムや鉄分,中の鉄分
色調,しきちょう,明るい色調,ある色調,写真の色調,色調等,暗い色調
球根,きゅうこん,球根を植える,植え球根,球根植物,球根ベゴニア,科の球根
入港,にゅうこう,港に入港,船の入港,入港時,入港予定,出入港
医科,いか,医科大学,医科学,医科歯科,医科大,多くの医科
自決,じけつ,自決問題,自決用,自決を命じる
根強い,ねづよい,根強い人気,根強いファン,根強いもの,根強いこと,根強い反対
図式,ずしき,図式化,この図式,対立図式,言う図式,その図式
度数,どすう,度数が高い,この度数,前の度数,レンズの度数,同じ度数
受かる,うかる,受かる気,受かること,受かるよう,受かりそう,受かる人
祭礼,さいれい,神社祭礼,神社の祭礼,社祭礼,祭礼宮,祭礼行事
長身,ちょうしん,長身の男,センチの長身,長身細身,長身を生かす,その長身
相反,そうはん,相反するもの,相反するよう,相反する二つ,相反すること,この相反
真弓,まゆみ,真弓さん,小野真弓,田中真弓,森山真弓,真弓ちゃん
湯気,ゆげ,湯気を立てる,白い湯気,湯気の向こう,立ち上る湯気,湯気の中
花畑,はなばたけ,花畑駅,花畑の中,市花畑,花畑町,区花畑
合言葉,あいことば,いる合言葉,名前と合言葉,合言葉のよう
細身,ほそみ,長身細身,細身のシルエット,細身の体,細身のパンツ,細身の身体
子役,こやく,天才子役,子役時代,子役たち,子役の子,子役さん
真っ青,まっさお,顔真っ青,ない真っ青,真っ青の空
原酒,げんしゅ,米原酒,原酒をブレンド,たて原酒,原酒をブレンドする,モルト原酒
暑中,しょちゅう,
有意,ゆうい,間に有意,有意味,有意の人
左岸,さがん,川左岸,川の左岸,左岸線,下流左岸,上流左岸
銀山,ぎんざん,石見銀山,銀山平,生野銀山,銀山湖,銀山町
神学,しんがく,神学者,神学生,神学部,神学院,教神学
深まる,ふかまる,秋も深まる,深まること,さらに深まる,深まる秋,ますます深まる
和光,わこう,和光市,県和光,市和光,和光園,グランモア和光
薬事,やくじ,中央薬事,薬事分科,日本の薬事,県薬事
通所,つうしょ,者通所,通所リハビリ,通所者,指定通所,通所事業
開局,かいきょく,局の開局,フジテレビ開局,開局時,局開局,開局予定
次号,じごう,次号の発売
助っ人,すけっと,助っ人外国,人助っ人,助っ人外人,強力助っ人,助っ人さん
部室,ぶしつ,部の部室,部部室,部室内,部室のドア,部室を出る
軽度,けいど,軽度者,軽度のもの,軽度の場合,軽度生活,軽度の人
配色,はいしょく,この配色,色の配色,同じ配色,ある配色,ない配色
木の葉,このは,木の葉のよう,木の葉の里,木の葉丸
決起,けっき,決起集会,決起大会,決起会,者の決起,人決起
箱入り,はこいり,木箱入り,紙箱入り,箱入り息子,ギフト箱入り,箱入りセット
両日,りょうじつ,日の両日,日両日,この両日,両日中,一両日
数式,すうしき,数式化,この数式,数式を入力,配列数式,数式エディタ
同乗,どうじょう,同乗者,車に同乗,同乗走行,人同乗,同乗すること
配下,はいか,その配下,配下となる,配下の者,自分の配下,ディレクトリ配下
命日,めいにち,月命日,目の命日,父の命日,母の命日,日の命日
書院,しょいん,フランス書院,書院のアンテナ,古今書院,書院文庫,書院番
王宮,おうきゅう,王宮内,王宮前,王宮の花火,王宮の中,この王宮
右岸,うがん,川右岸,川の右岸,下流右岸,上流右岸,右岸道路
安らか,やすらか,心安らか,さん安らか,ように安らか
真上,まうえ,駅の真上,頭の真上,その真上,真上を向う,トンネルの真上
申し分,もうしぶん,ば申し分,申し分がない
横行,おうこう,横行するよう,横行すること,横行する中
返上,へんじょう,休日返上,休み返上,代行返上,返上すること,夏休み返上
歯止め,はどめ,歯止めをかける,化に歯止め,一定の歯止め,少子化に歯止め,悪化に歯止め
調合,ちょうごう,薬を調合,薬の調合,薬を調合する,調合書,調合分
受入,うけいれ,受入先,受入国,受入事業,受入予定,受入期間
回遊,かいゆう,回遊式,回遊魚,回遊中,回遊待ち,回遊庭園
開園,かいえん,開園時間,年に開園,開園式,園開園,開園前
一等,いっとう,一等米,一等車,一等級,一等空,一等海
校区,こうく,校区内,小学校校区,校区外,小学校の校区,中学校校区
宮内,くない,宮内さん,宮内洋,宮内駅,宮内知美,オリックスの宮内
一昔,ひとむかし,一昔前
宿る,やどる,宿るもの,宿ること,宿る町,宿るよう,宿る神
大勝,たいしょう,大勝館,町大勝
送電,そうでん,送電線,次世代送電,送電用,発送電,直流送電
冬期,とうき,冬期休業,冬期オリンピック,冬期通行止め,冬期道路,年冬期
上院,じょういん,米上院,クリントン上院,上院外交,オバマ上院,マケイン上院
起立,きりつ,起立多数,起立全員,方の起立,時に起立,全員起立
全う,まっとう,全うすること,人生を全う,全うするため,使命を全う,人生を全うする
新調,しんちょう,台新調,新調すること,メガネを新調,パソコンを新調,服を新調
同化,どうか,同化作用,同化すること,色と同化,同化するよう
運休,うんきゅう,運休となる,運休中,区間運休,休日運休,ため運休
売り物,うりもの,売り物とする
名神,めいしん,名神高速,名神大社,名神自動車,名神京都,名神一宮
悪者,わるもの,悪者に仕立て,悪者みたい,悪者のよう,悪者たち,悪者ども
動ける,うごける,動けるよう,歩も動ける,もう動ける,まま動ける,動けそう
港町,みなとまち,小さな港町,ある港町,する港町,港町ならでは,美しい港町
実地,じっち,実地医家,実地教育,実地研究,実地見学,会計実地
歌集,かしゅう,主題歌集,一歌集,この歌集,二歌集,三歌集
仕える,つかえる,仕えること,仕える者,仕えるよう,仕えるため,仕える身
品等,ひんとう,品等の場合,物品等,日用品等,品等ありのみ,調度品等
持分,もちぶん,持分会社,その持分,者の持分,持分相当,者持分
外注,がいちゅう,外注先,外注化,外注さん,外注業者,全面外注
画集,がしゅう,詩画集,原画集,黒い画集,この画集,画集を見る
安売り,やすうり,安売り店,安売りをする,自分を安売り,安売り気配,安売りはする
漢文,かんぶん,古文漢文,漢文調,漢文で書かれる,漢文教育,日本漢文
薬味,やくみ,薬味を入れる,薬味入れ,薬味で味わう,薬味のネギ,薬味たっぷり
投げかけ,なげかけ,言葉を投げかけられる
乗組,のりくみ,乗組員,船の乗組,人の乗組,号の乗組,名の乗組
流氷,りゅうひょう,流氷館,流氷を見る,流氷まつり,流氷の上,流氷の海
風化,ふうか,風化作用,問題を風化,風化すること
送れる,おくれる,送れるよう,生活を送れる,人生を送れる,送れること,送れそう
薬学,やくがく,薬学生,薬学教育,薬学研究,薬学者,歯薬学
身勝手,みがって,人間の身勝手,自分の身勝手,そんな身勝手,ない身勝手,男の身勝手
住戸,じゅうこ,角住戸,キャンセル住戸,住戸内,階住戸,住戸等
悪事,あくじ,悪事をする,悪事に手,悪事をはたらく,自分の悪事,どんな悪事
内湯,うちゆ,館内湯,ある内湯,内湯の宿,内湯旅館
反感,はんかん,反感を買う,反感を持つ,反感をかう,強い反感,人の反感
宮中,きゅうちゅう,宮中行事,宮中学校,時代の宮中,宮中で行われる,宮中歌会
味見,あじみ,味見をする,味見をさせる,味見用,味見セット,味見はする
水遊び,みずあそび,水遊びをする,水遊び場,水遊びを楽しむ,水遊び用,水遊びグッズ
一様,いちよう,
三十路,みそじ,三十路女,三十路男,三十路前,三十路オンナ,三十路半ば
整数,せいすう,整数倍,正の整数,整数部分,整数問題,整数計画
直球,ちょっきゅう,直球勝負,キロの直球,ある直球,高め直球,高めの直球
受動,じゅどう,受動部品,受動文,受動社会,社会と受動
名勝,めいしょう,国の名勝,名勝に指定,名勝地,指定名勝,名勝庭園
祭日,さいじつ,土日祭日,祭日の場合,日曜祭日,日祭日,休祭日
表向き,おもてむき,表向きの理由,表向きの顔
全社,ぜんしゃ,全社一丸,全社をあげる,全社レベル
打点,だてん,打点王,高い打点,打点の大,打点と大,打点目
仕立,したて,仕立上り,仕立屋,仕立上がり,仕立船,仕立代
院生,いんせい,女子院生,学院生,院生たち,院生室,院生時代
開山,かいさん,開山祭,開山とする,寺開山,寺の開山,開山式
下院,かいん,米下院,下院外交,アメリカ下院,米国下院,下院本
炭化,たんか,族炭化,炭化米,化炭化,炭化コルク,式炭化
神主,かんぬし,神主さん,神社の神主,神主様,神主家,神主のひとり
農道,のうどう,ふるさと農道,農道空港,農道等,農道を走る,中の農道
子持ち,こもち,人の子持ち,子持ちししゃも,イチ子持ち,子持ちシシャモ,子持ちカレイ
金銀,きんぎん,金銀花,金銀糸,金銀リメイク,ポケモン金銀,金銀細工
来期,らいき,来期予想,来期モデル
万事,ばんじ,万事屋,人間万事,ば万事,人生万事,万事休
学業,がくぎょう,仕事や学業,学業と両立,学業面,学業を終える,学業の両立
受け皿,うけざら,受け皿となる,その受け皿,受け皿づくり,受け皿会社,者の受け皿
天守,てんしゅ,天守台,天守物語,階の天守,もののふ天守,この天守
ひな祭り,ひなまつり,ビッグひな祭り,ひな祭りの日,ひな祭り会,日のひな祭り,うれしいひな祭り
客船,きゃくせん,晴海客船,客船の旅,客船タイタニック,する客船,外国客船
強者,きょうしゃ,強者もいる,強者たち,強者と弱者,強者ども,する強者
他界,たかい,前に他界,年に他界,月に他界,日に他界,他界後
まな板,まないた,まな板の上,木のまな板,まな板セット,用まな板
球体,きゅうたい,糸球体,青い球体,球体の中,黒い球体,その球体
秋祭り,あきまつり,神社秋祭り,神社の秋祭り,東予秋祭り,町秋祭り,三島秋祭り
皮切り,かわきり,皮切りに全国
客車,きゃくしゃ,客車列車,形客車,車と客車,客車区,客車内
追い風,おいかぜ,追い風となる,追い風を受ける,強い追い風,大きな追い風
化物,ばけもの,化物語,ハロゲン化物,化物イオン,シアン化物,ヨウ化物
野宿,のじゅく,野宿者,野宿生活,野宿をする,日野宿,海野宿
後進,こうしん,後進国,後進に道,後進県,後進を育てる,多くの後進
中指,なかゆび,中指と薬指,中指を立てる,右手の中指,右手中指,中指立て
想起,そうき,ことを想起する,想起すること,原点を想起,想起をする
風速,ふうそく,風速計,風向風速
平屋,ひらや,平屋の家,ある平屋,平屋の住まい
書庫,しょこ,書庫内,地下書庫,書庫の場合,書庫ファイル,書庫の中
国定,こくてい,国定公園,海岸国定,国定教科書,高原国定,大山国定
放水,ほうすい,放水路,放水口,ダムの放水,川放水,放水車
神明,しんめい,神明社,神明宮,神明町,神明神社,二神明
八百屋,やおや,八百屋さん,八百屋お七,近所の八百屋,八百屋町,ある八百屋
東宮,とうぐう,東宮家,東宮一家,東宮様,野村東宮,東宮さま
鉄橋,てっきょう,線の鉄橋,この鉄橋,鉄橋下,鉄橋の下,鉄橋の上
安楽,あんらく,安楽死,安楽行,安楽国,安楽集,安楽さん
対空,たいくう,対空ミサイル,地対空,空対空,対空用
湯本,ゆもと,いわき湯本,湯本駅,長門湯本,湯本館,湯本方面
引取,ひきとり,軽油引取,指定引取
生身,なまみ,生身の人間,生身の体,生身の女,生身の身体,生身の人
使い物,つかいもの,ば使い物
集金,しゅうきん,集金人,集金代行,集金システム,集金力,新聞の集金
風流,ふうりゅう,風流人,風流記,風流物,風流の宿,風流味
写る,うつる,写るよう,写る写真,よく写る,ちゃんと写る,写り方
陽光,ようこう,陽光の中,陽光の下,明るい陽光,春の陽光,陽光を受ける
ぬるま湯,ぬるまゆ,水かぬるま湯,水やぬるま湯
注力,ちゅうりょく,開発に注力,注力すること,事業に注力,化に注力,分野に注力
上向き,うわむき,上向きの力,調子上向き
